Well,Sample,T7,singleColony,imaging,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A01,#289,,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,12476,0,12476,0,0,0,"12,476.00",0,,,,,,,,,,,,,,,,,,,,,,0,232.01,232.01,,,,,,,,,,,,,,,,,,
A01,#289,,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,12476,0,12476,0,0,0,"12,476.00",0,,,,,,,,,,,,,,,,,,,,,,0,720.45,720.45,,,,,,,,,,,,,,,,,,
B01,#290,1,1,1,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,9985,1474,8511,0,"1,474.00",0,"8,511.00",0,,,,,,,,467.96,,,,,,,,,,,,,,702.39,260.03,325.33,,,,,,,,,,,,,,,,,,
B01,#290,1,1,1,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,9985,0,9985,0,"1,474.00",0,"8,511.00",0,,,,,,,,,,,,,,,,,,,,,,0,700.29,700.29,,,,,,,,,,,,,,,,,,
C01,#291,1,1,1,longREF,53.71,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,074.30",,,58.27,49.18,12032,537,11495,280,257,261,"11,234.00",27.1,,,,,,,,885.35,,,,,,,,,,,,,,"3,561.38",231.99,380.58,,,,,56.04,51.4,,,,,,,,,,,,
C01,#291,1,1,1,HDR,54.12,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,082.49",,,58.69,49.57,12032,541,11491,280,257,261,"11,234.00",27.1,3.02,,,3.38,2.66,3,,941.94,,,longREF,1.01,,,1.13,0.89,50.19,,,53.17,47.2,"1,508.49",714.43,750.13,,,,,56.45,51.8,,,3.21,2.84,,,1.07,0.95,,,51.71,48.67
D01,#292,1,1,1,longREF,35.23,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,704.58,,,39.02,31.45,11254,332,10922,107,225,183,"10,739.00",10.83,,,,,,,,847.7,,,,,,,,,,,,,,"3,747.73",229.82,333.6,,,,,37.16,33.3,,,,,,,,,,,,
D01,#292,1,1,1,HDR,30.71,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,614.27,,,34.25,27.18,11254,290,10964,107,225,183,"10,739.00",10.83,2.62,,,3.03,2.2,3,,926.32,,,longREF,0.87,,,1.01,0.73,46.58,,,50.5,42.66,"1,570.26",702.74,725.09,,,,,32.52,28.91,,,2.83,2.41,,,0.94,0.8,,,48.58,44.58
E01,#293,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,9014,0,9014,0,0,0,"9,014.00",0,,,,,,,,,,,,,,,,,,,,,,0,231.92,231.92,,,,,,,,,,,,,,,,,,
E01,#293,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,9014,0,9014,0,0,0,"9,014.00",0,,,,,,,,,,,,,,,,,,,,,,0,708.35,708.35,,,,,,,,,,,,,,,,,,
F01,#294,1,1,0,longREF,254.81,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,096.19",,,264.71,244.99,13228,2576,10652,677,"1,899.00","1,764.00","8,888.00",27,,,,,,,,"1,014.07",,,,,,,,,,,,,,"3,895.79",235.64,948.41,,,,,259.85,249.79,,,,,,,,,,,,
F01,#294,1,1,0,HDR,239.99,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,799.86",,,249.57,230.49,13228,2441,10787,677,"1,899.00","1,764.00","8,888.00",27,2.83,,,2.98,2.67,3,,975.54,,,longREF,0.94,,,0.99,0.89,48.5,,,49.89,47.12,"1,630.46",717.34,885.84,,,,,244.87,235.14,,,2.91,2.75,,,0.97,0.92,,,49.21,47.8
G01,#295,,1,0,longREF,18.32,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,366.44,,,20.68,15.97,15078,233,14845,11,222,78,"14,767.00",0.77,,,,,,,,924.25,,,,,,,,,,,,,,"3,818.88",235.71,291.08,,,,,19.52,17.12,,,,,,,,,,,,
G01,#295,,1,0,HDR,6.96,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,139.3,,,8.52,5.61,15078,89,14989,11,222,78,"14,767.00",0.77,1.14,,,1.42,0.86,3,,880.38,,,longREF,0.38,,,0.47,0.29,27.54,,,32.44,22.65,"1,398.15",717.89,721.9,,,,,7.73,6.25,,,1.28,1,,,0.43,0.33,,,30.03,25.06
H01,#296,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,9273,0,9273,0,0,0,"9,273.00",0,,,,,,,,,,,,,,,,,,,,,,0,233.95,233.95,,,,,,,,,,,,,,,,,,
H01,#296,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,9273,0,9273,0,0,0,"9,273.00",0,,,,,,,,,,,,,,,,,,,,,,0,712.59,712.59,,,,,,,,,,,,,,,,,,
A02,#297,,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,14269,0,14269,0,0,0,"14,269.00",0,,,,,,,,,,,,,,,,,,,,,,0,235.29,235.29,,,,,,,,,,,,,,,,,,
A02,#297,,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14269,0,14269,0,0,0,"14,269.00",0,,,,,,,,,,,,,,,,,,,,,,0,726.39,726.39,,,,,,,,,,,,,,,,,,
B02,#298,2,1,0,longREF,24.32,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,486.39,,,26.9,21.74,16716,342,16374,25,317,106,"16,268.00",1.62,,,,,,,,888.43,,,,,,,,,,,,,,"3,861.88",237.07,311.24,,,,,25.64,23.01,,,,,,,,,,,,
B02,#298,2,1,0,HDR,9.26,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,185.12,,,10.84,7.67,16716,131,16585,25,317,106,"16,268.00",1.62,1.14,,,1.37,0.91,3,,963.08,,,longREF,0.38,,,0.46,0.3,27.57,,,31.59,23.55,"1,621.18",725.23,732.25,,,,,10.07,8.45,,,1.26,1.02,,,0.42,0.34,,,29.62,25.52
C02,#299,3,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,14357,0,14357,0,0,0,"14,357.00",0,,,,,,,,,,,,,,,,,,,,,,0,220.4,220.4,,,,,,,,,,,,,,,,,,
C02,#299,3,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14357,0,14357,0,0,0,"14,357.00",0,,,,,,,,,,,,,,,,,,,,,,0,671.3,671.3,,,,,,,,,,,,,,,,,,
D02,#300,,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,4264,0,4264,0,0,0,"4,264.00",0,,,,,,,,,,,,,,,,,,,,,,0,203.95,203.95,,,,,,,,,,,,,,,,,,
D02,#300,,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,4264,0,4264,0,0,0,"4,264.00",0,,,,,,,,,,,,,,,,,,,,,,0,620.39,620.39,,,,,,,,,,,,,,,,,,
E02,#301,1,1,1,longREF,47.41,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,948.28,,,51.42,43.43,13696,541,13155,219,322,296,"12,859.00",18.32,,,,,,,,865.18,,,,,,,,,,,,,,"3,577.86",234.92,366.97,,,,,49.45,45.38,,,,,,,,,,,,
E02,#301,1,1,1,HDR,45.09,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,901.82,,,48.99,41.2,13696,515,13181,219,322,296,"12,859.00",18.32,2.85,,,3.2,2.51,3,,932.85,,,longREF,0.95,,,1.07,0.84,48.74,,,51.76,45.73,"1,522.39",713.81,744.22,,,,,47.08,43.11,,,3.03,2.68,,,1.01,0.89,,,50.28,47.21
F02,#302,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,4558,0,4558,0,0,0,"4,558.00",0,,,,,,,,,,,,,,,,,,,,,,0,220.23,220.23,,,,,,,,,,,,,,,,,,
F02,#302,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,4558,0,4558,0,0,0,"4,558.00",0,,,,,,,,,,,,,,,,,,,,,,0,660.67,660.67,,,,,,,,,,,,,,,,,,
G02,#303,2,1,0,longREF,61.67,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,233.33",,,65.83,57.52,16547,845,15702,94,751,183,"15,519.00",6.07,,,,,,,,891.76,,,,,,,,,,,,,,"3,713.94",236.4,413.98,,,,,63.79,59.55,,,,,,,,,,,,
G02,#303,2,1,0,HDR,19.86,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,397.22,,,22.2,17.52,16547,277,16270,94,751,183,"15,519.00",6.07,0.97,,,1.1,0.84,3,,930.9,,,longREF,0.32,,,0.37,0.28,24.36,,,26.86,21.86,"1,538.22",714.71,728.5,,,,,21.06,18.67,,,1.03,0.9,,,0.34,0.3,,,25.64,23.09
H02,#304,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,11468,0,11468,0,0,0,"11,468.00",0,,,,,,,,,,,,,,,,,,,,,,0,229.18,229.18,,,,,,,,,,,,,,,,,,
H02,#304,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,11468,0,11468,0,0,0,"11,468.00",0,,,,,,,,,,,,,,,,,,,,,,0,697.22,697.22,,,,,,,,,,,,,,,,,,
A03,#305,3,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,
A03,#305,3,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,
B03,#306,1,1,1,longREF,190.97,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"3,819.44",,,198.21,183.78,17993,2696,15297,"1,421.00","1,275.00","1,203.00","14,094.00",89.09,,,,,,,,919.19,,,,,,,,,,,,,,"3,686.15",240.48,756.77,,,,,194.66,187.3,,,,,,,,,,,,
B03,#306,1,1,1,HDR,185.45,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"3,708.95",,,192.57,178.37,17993,2624,15369,"1,421.00","1,275.00","1,203.00","14,094.00",89.09,2.91,,,3.07,2.76,3,,963.99,,,longREF,0.97,,,1.02,0.92,49.27,,,50.61,47.92,"1,567.85",728.47,850.88,,,,,189.08,181.83,,,2.99,2.83,,,1,0.94,,,49.95,48.58
C03,#307,1,1,1,longREF,213.27,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,265.31",,,221.31,205.27,16436,2725,13711,"1,178.00","1,547.00","1,289.00","12,422.00",75.18,,,,,,,,963.21,,,,,,,,,,,,,,"3,763.18",236.01,820.8,,,,,217.36,209.18,,,,,,,,,,,,
C03,#307,1,1,1,HDR,191.33,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"3,826.67",,,198.92,183.8,16436,2467,13969,"1,178.00","1,547.00","1,289.00","12,422.00",75.18,2.69,,,2.84,2.54,3,,949.69,,,longREF,0.9,,,0.95,0.85,47.29,,,48.65,45.93,"1,592.10",714.12,845.9,,,,,195.2,187.48,,,2.77,2.62,,,0.92,0.87,,,47.98,46.6
D03,#308,1,1,1,longREF,218.58,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,371.61",,,226.63,210.58,16850,2857,13993,873,"1,984.00","1,066.00","12,927.00",50.6,,,,,,,,922.97,,,,,,,,,,,,,,"3,730.77",238.22,830.4,,,,,222.68,214.49,,,,,,,,,,,,
D03,#308,1,1,1,HDR,143.83,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,876.50",,,150.25,137.44,16850,1939,14911,873,"1,984.00","1,066.00","12,927.00",50.6,1.97,,,2.09,1.86,3,,950.29,,,longREF,0.66,,,0.7,0.62,39.69,,,41.07,38.3,"1,563.22",716.21,813.68,,,,,147.1,140.56,,,2.03,1.92,,,0.68,0.64,,,40.39,38.98
E03,#309,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,17201,0,17201,0,0,0,"17,201.00",0,,,,,,,,,,,,,,,,,,,,,,0,235.13,235.13,,,,,,,,,,,,,,,,,,
E03,#309,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,17201,0,17201,0,0,0,"17,201.00",0,,,,,,,,,,,,,,,,,,,,,,0,715.7,715.7,,,,,,,,,,,,,,,,,,
F03,#310,2,1,0,longREF,166.12,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"3,322.49",,,173.15,159.14,16425,2163,14262,507,"1,656.00",869,"13,393.00",28.97,,,,,,,,903.95,,,,,,,,,,,,,,"3,653.26",235.97,685.99,,,,,169.7,162.56,,,,,,,,,,,,
F03,#310,2,1,0,HDR,102.93,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,058.66",,,108.39,97.5,16425,1376,15049,507,"1,656.00",869,"13,393.00",28.97,1.86,,,1.98,1.73,3,,938.53,,,longREF,0.62,,,0.66,0.58,38.26,,,39.85,36.66,"1,532.51",711.22,780.02,,,,,105.71,100.16,,,1.92,1.79,,,0.64,0.6,,,39.07,37.44
G03,#311,3,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,13154,0,13154,0,0,0,"13,154.00",0,,,,,,,,,,,,,,,,,,,,,,0,215.15,215.15,,,,,,,,,,,,,,,,,,
G03,#311,3,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,13154,0,13154,0,0,0,"13,154.00",0,,,,,,,,,,,,,,,,,,,,,,0,640.37,640.37,,,,,,,,,,,,,,,,,,
H03,#312,,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,15504,0,15504,0,0,0,"15,504.00",0,,,,,,,,,,,,,,,,,,,,,,0,235.74,235.74,,,,,,,,,,,,,,,,,,
H03,#312,,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,15504,0,15504,0,0,0,"15,504.00",0,,,,,,,,,,,,,,,,,,,,,,0,708.43,708.43,,,,,,,,,,,,,,,,,,
A04,#313,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,11942,0,11942,0,0,0,"11,942.00",0,,,,,,,,,,,,,,,,,,,,,,0,233.7,233.7,,,,,,,,,,,,,,,,,,
A04,#313,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,11942,0,11942,0,0,0,"11,942.00",0,,,,,,,,,,,,,,,,,,,,,,0,704.4,704.4,,,,,,,,,,,,,,,,,,
B04,#314,,1,0,longREF,19.57,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,391.36,,,22.29,16.85,12064,199,11865,47,152,147,"11,718.00",4.41,,,,,,,,914.97,,,,,,,,,,,,,,"3,965.96",239.8,301.27,,,,,20.96,18.18,,,,,,,,,,,,
B04,#314,,1,0,HDR,19.07,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,381.45,,,21.76,16.39,12064,194,11870,47,152,147,"11,718.00",4.41,2.92,,,3.5,2.35,3,,959.15,,,longREF,0.97,,,1.17,0.78,49.36,,,54.3,44.42,"1,679.85",716.05,731.55,,,,,20.44,17.7,,,3.22,2.63,,,1.07,0.88,,,51.88,46.84
C04,#315,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,16401,0,16401,0,0,0,"16,401.00",0,,,,,,,,,,,,,,,,,,,,,,0,241.93,241.93,,,,,,,,,,,,,,,,,,
C04,#315,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,16401,0,16401,0,0,0,"16,401.00",0,,,,,,,,,,,,,,,,,,,,,,0,729.08,729.08,,,,,,,,,,,,,,,,,,
D04,#316,,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,15754,0,15754,0,0,0,"15,754.00",0,,,,,,,,,,,,,,,,,,,,,,0,238.05,238.05,,,,,,,,,,,,,,,,,,
D04,#316,,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,15754,0,15754,0,0,0,"15,754.00",0,,,,,,,,,,,,,,,,,,,,,,0,718.94,718.94,,,,,,,,,,,,,,,,,,
E04,#317,1,1,1,longREF,78.13,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,562.50",,,83.01,73.26,15362,987,14375,415,572,476,"13,899.00",30.68,,,,,,,,894.5,,,,,,,,,,,,,,"3,700.43",237.47,459.96,,,,,80.61,75.64,,,,,,,,,,,,
E04,#317,1,1,1,HDR,70.29,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,405.89",,,74.92,65.69,15362,891,14471,415,572,476,"13,899.00",30.68,2.7,,,2.94,2.45,3,,939.17,,,longREF,0.9,,,0.98,0.82,47.36,,,49.62,45.1,"1,568.48",711.68,761.38,,,,,72.65,67.94,,,2.82,2.57,,,0.94,0.86,,,48.51,46.21
F04,#318,3,1,0,longREF,654.99,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"13,099.83",,,671.53,638.68,14684,6269,8415,"2,256.00","4,013.00","1,970.00","6,445.00",85.51,,,,,,,,"1,070.97",,,,,,,,,,,,,,"3,753.83",243.33,"1,742.06",,,,,663.4,646.64,,,,,,,,,,,,
F04,#318,3,1,0,HDR,399.28,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"7,985.68",,,411.44,387.25,14684,4226,10458,"2,256.00","4,013.00","1,970.00","6,445.00",85.51,1.83,,,1.9,1.76,3,,968.25,,,longREF,0.61,,,0.63,0.59,37.87,,,38.8,36.95,"1,534.95",721.37,955.51,,,,,405.47,393.13,,,1.87,1.79,,,0.62,0.6,,,38.34,37.4
G04,#319,,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,6475,0,6475,0,0,0,"6,475.00",0,,,,,,,,,,,,,,,,,,,,,,0,195.19,195.19,,,,,,,,,,,,,,,,,,
G04,#319,,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,6475,0,6475,0,0,0,"6,475.00",0,,,,,,,,,,,,,,,,,,,,,,0,590.2,590.2,,,,,,,,,,,,,,,,,,
H04,#320,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,7585,0,7585,0,0,0,"7,585.00",0,,,,,,,,,,,,,,,,,,,,,,0,193.54,193.54,,,,,,,,,,,,,,,,,,
H04,#320,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,7585,0,7585,0,0,0,"7,585.00",0,,,,,,,,,,,,,,,,,,,,,,0,582.33,582.33,,,,,,,,,,,,,,,,,,
A05,#321,1,1,1,longREF,21.83,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,436.59,,,24.3,19.37,16373,301,16072,86,215,173,"15,899.00",6.03,,,,,,,,906.24,,,,,,,,,,,,,,"3,742.37",237.83,302.26,,,,,23.09,20.57,,,,,,,,,,,,
A05,#321,1,1,1,HDR,18.76,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,375.18,,,21.05,16.48,16373,259,16114,86,215,173,"15,899.00",6.03,2.58,,,3.01,2.15,3,,945.05,,,longREF,0.86,,,1,0.72,46.22,,,50.35,42.09,"1,604.79",714.92,728.99,,,,,19.93,17.59,,,2.8,2.36,,,0.93,0.79,,,48.32,44.11
B05,#322,1,1,1,longREF,508.76,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"10,175.19",,,522.03,495.64,16529,5803,10726,"2,807.00","2,996.00","2,774.00","7,952.00",132.6,,,,,,,,"1,042.87",,,,,,,,,,,,,,"3,604.48",240.16,"1,421.31",,,,,515.51,502.05,,,,,,,,,,,,
B05,#322,1,1,1,HDR,484.66,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"9,693.17",,,497.53,471.92,16529,5581,10948,"2,807.00","2,996.00","2,774.00","7,952.00",132.6,2.86,,,2.96,2.75,3,,957.75,,,longREF,0.95,,,0.99,0.92,48.79,,,49.71,47.86,"1,524.60",718.81,990.89,,,,,491.21,478.14,,,2.91,2.8,,,0.97,0.93,,,49.26,48.32
C05,#323,3,1,0,longREF,772.53,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"15,450.50",,,789.88,755.42,16624,8003,8621,"3,808.00","4,195.00","1,788.00","6,833.00",209.38,,,,,,,,"1,073.57",,,,,,,,,,,,,,"3,599.40",238.69,"1,856.58",,,,,781.35,763.77,,,,,,,,,,,,
C05,#323,3,1,0,HDR,482.84,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"9,656.70",,,495.64,470.16,16624,5596,11028,"3,808.00","4,195.00","1,788.00","6,833.00",209.38,1.88,,,1.94,1.81,3,,946.43,,,longREF,0.63,,,0.65,0.6,38.46,,,39.28,37.64,"1,461.28",710.47,963.21,,,,,489.35,476.35,,,1.91,1.84,,,0.64,0.61,,,38.88,38.04
D05,#324,1,1,1,longREF,632.99,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"12,659.79",,,648.27,617.9,16438,6840,9598,"3,011.00","3,829.00","3,601.00","5,997.00",52.08,,,,,,,,"1,045.08",,,,,,,,,,,,,,"3,781.38",241.73,"1,714.61",,,,,640.76,625.27,,,,,,,,,,,,
D05,#324,1,1,1,HDR,605.37,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"12,107.38",,,620.22,590.71,16438,6612,9826,"3,011.00","3,829.00","3,601.00","5,997.00",52.08,2.87,,,2.97,2.77,3,,991.48,,,longREF,0.96,,,0.99,0.92,48.88,,,49.74,48.03,"1,591.20",722.67,"1,072.03",,,,,612.92,597.87,,,2.92,2.82,,,0.97,0.94,,,49.32,48.45
E05,#325,,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,17916,0,17916,0,0,0,"17,916.00",0,,,,,,,,,,,,,,,,,,,,,,0,233.36,233.36,,,,,,,,,,,,,,,,,,
E05,#325,,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,17916,0,17916,0,0,0,"17,916.00",0,,,,,,,,,,,,,,,,,,,,,,0,705.24,705.24,,,,,,,,,,,,,,,,,,
F05,#326,,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,16285,0,16285,0,0,0,"16,285.00",0,,,,,,,,,,,,,,,,,,,,,,0,237.46,237.46,,,,,,,,,,,,,,,,,,
F05,#326,,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,16285,0,16285,0,0,0,"16,285.00",0,,,,,,,,,,,,,,,,,,,,,,0,709.73,709.73,,,,,,,,,,,,,,,,,,
G05,#327,3,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,3030,593,2437,89,504,59,"2,378.00",30.08,,,,,,,,"1,243.21",,,,,,,,,,,,,,"3,411.61",273.7,887.82,,,,,,,,,,,,,,,,,,
G05,#327,3,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,3030,148,2882,89,504,59,"2,378.00",30.08,,,,,,,,"1,215.60",,,,,,,,,,,,,,"1,535.91",762.99,800.74,,,,,,,,,,,,,,,,,,
H05,#328,,1,0,longREF,11.96,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,239.18,,,14.01,9.91,12953,131,12822,14,117,30,"12,792.00",1.25,,,,,,,,885.69,,,,,,,,,,,,,,"3,755.99",241.59,277.13,,,,,13,10.91,,,,,,,,,,,,
H05,#328,,1,0,HDR,4,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,80.06,,,5.31,2.93,12953,44,12909,14,117,30,"12,792.00",1.25,1,,,1.35,0.66,3,,863.79,,,longREF,0.33,,,0.45,0.22,25.08,,,31.53,18.63,"1,468.49",715.87,718.42,,,,,4.64,3.43,,,1.18,0.83,,,0.39,0.28,,,28.35,21.81
